Original,Square,Cubed
6.800000000000001,46.24000000000001,314.4320000000001
6.9,47.61000000000001,328.50900000000007
7.0,49.0,343.0
7.1000000000000005,50.41000000000001,357.91100000000006
7.2,51.84,373.24800000000005
7.300000000000001,53.29000000000001,389.0170000000001
7.4,54.760000000000005,405.22400000000005
7.5,56.25,421.875
7.6000000000000005,57.760000000000005,438.9760000000001
7.7,59.290000000000006,456.533
7.800000000000001,60.84000000000001,474.55200000000013
7.9,62.410000000000004,493.03900000000004
8.0,64.0,512.0
8.1,65.61,531.4409999999999
8.200000000000001,67.24000000000002,551.3680000000002
8.3,68.89000000000001,571.7870000000001
8.4,70.56,592.7040000000001
8.5,72.25,614.125
8.6,73.96,636.0559999999999
8.700000000000001,75.69000000000001,658.5030000000003
8.8,77.44000000000001,681.4720000000002
8.9,79.21000000000001,704.969
9.0,81.0,729.0
9.1,82.80999999999999,753.5709999999999
9.200000000000001,84.64000000000001,778.6880000000002
9.3,86.49000000000001,804.3570000000002
9.4,88.36000000000001,830.5840000000001
9.5,90.25,857.375
9.600000000000001,92.16000000000003,884.7360000000004
9.700000000000001,94.09000000000002,912.6730000000003
9.8,96.04000000000002,941.1920000000002
9.9,98.01,970.2990000000001
10.0,100.0,1000.0
10.100000000000001,102.01000000000003,1030.3010000000004
10.200000000000001,104.04000000000002,1061.2080000000003
10.3,106.09000000000002,1092.7270000000003
10.4,108.16000000000001,1124.864
10.5,110.25,1157.625
10.600000000000001,112.36000000000003,1191.0160000000005
10.700000000000001,114.49000000000002,1225.0430000000003
10.8,116.64000000000001,1259.7120000000002
10.9,118.81,1295.0290000000002
11.0,121.0,1331.0
11.100000000000001,123.21000000000004,1367.6310000000005
11.200000000000001,125.44000000000003,1404.9280000000003
11.3,127.69000000000001,1442.8970000000002
11.4,129.96,1481.544
11.5,132.25,1520.875
11.600000000000001,134.56000000000003,1560.8960000000006
11.700000000000001,136.89000000000001,1601.6130000000005
11.8,139.24,1643.0320000000004
11.9,141.61,1685.159
12.0,144.0,1728.0
12.100000000000001,146.41000000000003,1771.5610000000006
12.200000000000001,148.84000000000003,1815.8480000000004
12.3,151.29000000000002,1860.8670000000004
12.4,153.76000000000002,1906.6240000000003
12.5,156.25,1953.125
12.600000000000001,158.76000000000005,2000.3760000000007
12.700000000000001,161.29000000000002,2048.3830000000007
12.8,163.84000000000003,2097.1520000000005
12.9,166.41,2146.6890000000003
13.0,169.0,2197.0
13.100000000000001,171.61000000000004,2248.091000000001
13.200000000000001,174.24000000000004,2299.9680000000008
13.3,176.89000000000001,2352.637
13.4,179.56,2406.1040000000003
13.5,182.25,2460.375
13.600000000000001,184.96000000000004,2515.4560000000006
13.700000000000001,187.69000000000003,2571.3530000000005
13.8,190.44000000000003,2628.0720000000006
13.9,193.21,2685.619
14.0,196.0,2744.0
14.100000000000001,198.81000000000003,2803.221000000001
14.200000000000001,201.64000000000004,2863.2880000000005
14.3,204.49,2924.2070000000003
14.4,207.36,2985.9840000000004
14.5,210.25,3048.625
14.600000000000001,213.16000000000005,3112.136000000001
14.700000000000001,216.09000000000003,3176.5230000000006
14.8,219.04000000000002,3241.7920000000004
14.9,222.01000000000002,3307.949
15.0,225.0,3375.0
15.100000000000001,228.01000000000005,3442.951000000001
15.200000000000001,231.04000000000002,3511.808000000001
15.3,234.09000000000003,3581.5770000000007
15.4,237.16000000000003,3652.264
15.5,240.25,3723.875
15.600000000000001,243.36000000000004,3796.416000000001
15.700000000000001,246.49000000000004,3869.893000000001
15.8,249.64000000000001,3944.3120000000004
15.9,252.81,4019.679
16.0,256.0,4096.0
16.1,259.21000000000004,4173.281000000001
16.2,262.44,4251.527999999999
16.3,265.69,4330.747
16.400000000000002,268.9600000000001,4410.944000000001
16.5,272.25,4492.125
16.6,275.56000000000006,4574.296000000001
16.7,278.89,4657.463
16.8,282.24,4741.6320000000005
16.900000000000002,285.61000000000007,4826.809000000002
17.0,289.0,4913.0
17.1,292.41,5000.211000000001
17.2,295.84,5088.447999999999
17.3,299.29,5177.717000000001
17.400000000000002,302.76000000000005,5268.024000000002
17.5,306.25,5359.375
17.6,309.76000000000005,5451.776000000002
17.7,313.28999999999996,5545.232999999999
17.8,316.84000000000003,5639.752
17.900000000000002,320.4100000000001,5735.339000000002
18.0,324.0,5832.0
18.1,327.61000000000007,5929.741000000002
18.2,331.23999999999995,6028.567999999999
18.3,334.89000000000004,6128.487000000001
18.400000000000002,338.56000000000006,6229.504000000002
18.5,342.25,6331.625
18.6,345.96000000000004,6434.856000000002
18.7,349.69,6539.2029999999995
18.8,353.44000000000005,6644.6720000000005
18.900000000000002,357.2100000000001,6751.269000000002
19.0,361.0,6859.0
19.1,364.81000000000006,6967.871000000002
19.200000000000003,368.6400000000001,7077.888000000004
19.3,372.49,7189.057000000001
19.400000000000002,376.36000000000007,7301.384000000003
19.5,380.25,7414.875
19.6,384.1600000000001,7529.536000000002
19.700000000000003,388.0900000000001,7645.373000000003
19.8,392.04,7762.392000000001
19.900000000000002,396.0100000000001,7880.599000000003
20.0,400.0,8000.0
20.1,404.01000000000005,8120.6010000000015
20.200000000000003,408.04000000000013,8242.408000000003
20.3,412.09000000000003,8365.427000000001
20.400000000000002,416.1600000000001,8489.664000000002
20.5,420.25,8615.125
20.6,424.36000000000007,8741.816000000003
20.700000000000003,428.4900000000001,8869.743000000004
20.8,432.64000000000004,8998.912
20.900000000000002,436.8100000000001,9129.329000000003
21.0,441.0,9261.0
21.1,445.21000000000004,9393.931000000002
21.200000000000003,449.4400000000001,9528.128000000004
21.3,453.69000000000005,9663.597000000002
21.400000000000002,457.9600000000001,9800.344000000003
21.5,462.25,9938.375
21.6,466.56000000000006,10077.696000000002
21.700000000000003,470.8900000000001,10218.313000000004
21.8,475.24,10360.232000000002
21.900000000000002,479.61000000000007,10503.459000000003
22.0,484.0,10648.0
22.1,488.4100000000001,10793.861000000003
22.200000000000003,492.84000000000015,10941.048000000004
22.3,497.29,11089.567000000001
22.400000000000002,501.7600000000001,11239.424000000003
22.5,506.25,11390.625
22.6,510.76000000000005,11543.176000000001
22.700000000000003,515.2900000000001,11697.083000000004
22.8,519.84,11852.352
22.900000000000002,524.4100000000001,12008.989000000003
23.0,529.0,12167.0
23.1,533.61,12326.391000000001
23.200000000000003,538.2400000000001,12487.168000000005
23.3,542.89,12649.337000000001
23.400000000000002,547.5600000000001,12812.904000000004
23.5,552.25,12977.875
23.6,556.96,13144.256000000003
23.700000000000003,561.6900000000002,13312.053000000005
23.8,566.44,13481.272
23.900000000000002,571.2100000000002,13651.919000000004
24.0,576.0,13824.0
24.1,580.8100000000001,13997.521000000002
24.200000000000003,585.6400000000001,14172.488000000005
24.3,590.49,14348.907000000001
24.400000000000002,595.3600000000001,14526.784000000003
24.5,600.25,14706.125
24.6,605.1600000000001,14886.936000000003
24.700000000000003,610.0900000000001,15069.223000000005
24.8,615.0400000000001,15252.992000000002
24.900000000000002,620.0100000000001,15438.249000000003
25.0,625.0,15625.0
25.1,630.0100000000001,15813.251000000002
25.200000000000003,635.0400000000002,16003.008000000005
25.3,640.09,16194.277000000002
25.400000000000002,645.1600000000001,16387.064000000006
25.5,650.25,16581.375
25.6,655.3600000000001,16777.216000000004
25.700000000000003,660.4900000000001,16974.593000000004
25.8,665.64,17173.512000000002
25.900000000000002,670.8100000000001,17373.979000000003
26.0,676.0,17576.0
26.1,681.21,17779.581000000002
26.200000000000003,686.4400000000002,17984.728000000006
26.3,691.69,18191.447
26.400000000000002,696.9600000000002,18399.744000000006
26.5,702.25,18609.625
26.6,707.5600000000001,18821.096
26.700000000000003,712.8900000000001,19034.163000000008
26.8,718.24,19248.832000000002
26.900000000000002,723.6100000000001,19465.109000000004
27.0,729.0,19683.0
27.1,734.4100000000001,19902.511000000002
27.200000000000003,739.8400000000001,20123.648000000005
27.3,745.2900000000001,20346.417
27.400000000000002,750.7600000000001,20570.824000000004
27.5,756.25,20796.875
27.6,761.7600000000001,21024.576000000005
27.700000000000003,767.2900000000002,21253.933000000008
27.8,772.84,21484.952
27.900000000000002,778.4100000000001,21717.639000000006
28.0,784.0,21952.0
28.1,789.6100000000001,22188.041000000005
28.200000000000003,795.2400000000001,22425.768000000007
28.3,800.89,22665.187
28.400000000000002,806.5600000000002,22906.304000000004
28.5,812.25,23149.125
28.6,817.96,23393.656000000003
28.700000000000003,823.6900000000002,23639.903000000006
28.8,829.44,23887.872000000003
28.900000000000002,835.2100000000002,24137.569000000007
29.0,841.0,24389.0
29.1,846.8100000000001,24642.171000000002
29.200000000000003,852.6400000000002,24897.088000000007
29.3,858.49,25153.757
29.400000000000002,864.3600000000001,25412.184000000005
29.5,870.25,25672.375
29.6,876.1600000000001,25934.336000000003
29.700000000000003,882.0900000000001,26198.073000000008
29.8,888.0400000000001,26463.592
29.900000000000002,894.0100000000001,26730.899000000005
30.0,900.0,27000.0
30.1,906.0100000000001,27270.901000000005
30.200000000000003,912.0400000000002,27543.608000000007
30.3,918.09,27818.127
30.400000000000002,924.1600000000001,28094.464000000007
30.5,930.25,28372.625
30.6,936.3600000000001,28652.616000000005
30.700000000000003,942.4900000000001,28934.443000000007
30.8,948.6400000000001,29218.112
30.900000000000002,954.8100000000002,29503.629000000004
31.0,961.0,29791.0
31.1,967.21,30080.231000000003
31.200000000000003,973.4400000000002,30371.32800000001
31.3,979.69,30664.297000000002
31.400000000000002,985.9600000000002,30959.144000000008
31.5,992.25,31255.875
31.6,998.5600000000001,31554.496000000003
31.700000000000003,1004.8900000000002,31855.01300000001
31.8,1011.24,32157.432
31.900000000000002,1017.6100000000001,32461.759000000005
32.0,1024.0,32768.0
32.1,1030.41,33076.16100000001
32.2,1036.8400000000001,33386.24800000001
32.300000000000004,1043.2900000000002,33698.267000000014
32.4,1049.76,34012.223999999995
32.5,1056.25,34328.125
32.6,1062.76,34645.976
32.7,1069.2900000000002,34965.78300000001
32.800000000000004,1075.8400000000004,35287.55200000001
32.9,1082.4099999999999,35611.289
33.0,1089.0,35937.0
33.1,1095.6100000000001,36264.691000000006
33.2,1102.2400000000002,36594.36800000001
33.300000000000004,1108.8900000000003,36926.03700000001
33.4,1115.56,37259.704
33.5,1122.25,37595.375
33.6,1128.96,37933.056000000004
33.7,1135.6900000000003,38272.75300000001
33.800000000000004,1142.4400000000003,38614.472000000016
33.9,1149.2099999999998,38958.219
34.0,1156.0,39304.0
34.1,1162.8100000000002,39651.821
34.2,1169.64,40001.68800000001
34.300000000000004,1176.4900000000002,40353.60700000002
34.4,1183.36,40707.583999999995
34.5,1190.25,41063.625
34.6,1197.16,41421.736000000004
34.7,1204.0900000000001,41781.92300000001
34.800000000000004,1211.0400000000002,42144.19200000002
34.9,1218.01,42508.54899999999
35.0,1225.0,42875.0
35.1,1232.01,43243.55100000001
35.2,1239.0400000000002,43614.20800000001
35.300000000000004,1246.0900000000004,43986.97700000001
35.4,1253.1599999999999,44361.863999999994
35.5,1260.25,44738.875
35.6,1267.3600000000001,45118.016
35.7,1274.4900000000002,45499.29300000001
35.800000000000004,1281.6400000000003,45882.712000000014
35.9,1288.81,46268.278999999995
36.0,1296.0,46656.0
36.1,1303.21,47045.88100000001
36.2,1310.4400000000003,47437.928000000014
36.300000000000004,1317.6900000000003,47832.14700000002
36.4,1324.9599999999998,48228.543999999994
36.5,1332.25,48627.125
36.6,1339.5600000000002,49027.89600000001
36.7,1346.89,49430.86300000001
36.800000000000004,1354.2400000000002,49836.032000000014
36.9,1361.61,50243.40899999999
37.0,1369.0,50653.0
37.1,1376.41,51064.81100000001
37.2,1383.8400000000001,51478.84800000001
37.300000000000004,1391.2900000000004,51895.11700000002
37.4,1398.76,52313.623999999996
37.5,1406.25,52734.375
37.6,1413.7600000000002,53157.376000000004
37.7,1421.2900000000002,53582.63300000001
37.800000000000004,1428.8400000000004,54010.15200000002
37.9,1436.4099999999999,54439.93899999999
38.0,1444.0,54872.0
38.1,1451.6100000000001,55306.34100000001
38.2,1459.2400000000002,55742.968000000015
38.300000000000004,1466.8900000000003,56181.88700000002
38.400000000000006,1474.5600000000004,56623.10400000003
38.5,1482.25,57066.625
38.6,1489.96,57512.456000000006
38.7,1497.6900000000003,57960.60300000001
38.800000000000004,1505.4400000000003,58411.07200000002
38.900000000000006,1513.2100000000005,58863.86900000003
39.0,1521.0,59319.0
39.1,1528.8100000000002,59776.471000000005
39.2,1536.6400000000003,60236.288000000015
39.300000000000004,1544.4900000000002,60698.45700000002
39.400000000000006,1552.3600000000004,61162.984000000026
39.5,1560.25,61629.875
39.6,1568.16,62099.136000000006
39.7,1576.0900000000001,62570.773000000016
39.800000000000004,1584.0400000000004,63044.79200000002
39.900000000000006,1592.0100000000004,63521.19900000003
40.0,1600.0,64000.0
40.1,1608.0100000000002,64481.20100000001
40.2,1616.0400000000002,64964.80800000001
40.300000000000004,1624.0900000000004,65450.82700000002
40.400000000000006,1632.1600000000005,65939.26400000002
40.5,1640.25,66430.125
40.6,1648.3600000000001,66923.41600000001
40.7,1656.4900000000002,67419.14300000001
40.800000000000004,1664.6400000000003,67917.31200000002
40.900000000000006,1672.8100000000004,68417.92900000003
41.0,1681.0,68921.0
41.1,1689.21,69426.531
41.2,1697.4400000000003,69934.52800000002
41.300000000000004,1705.6900000000003,70444.99700000002
41.400000000000006,1713.9600000000005,70957.94400000003
41.5,1722.25,71473.375
41.6,1730.5600000000002,71991.296
41.7,1738.8900000000003,72511.71300000002
41.800000000000004,1747.2400000000005,73034.63200000003
41.900000000000006,1755.6100000000006,73560.05900000002
42.0,1764.0,74088.0
42.1,1772.41,74618.46100000001
42.2,1780.8400000000001,75151.44800000002
42.300000000000004,1789.2900000000004,75686.96700000002
42.400000000000006,1797.7600000000004,76225.02400000003
42.5,1806.25,76765.625
42.6,1814.7600000000002,77308.77600000001
42.7,1823.2900000000002,77854.48300000002
42.800000000000004,1831.8400000000004,78402.75200000002
42.900000000000006,1840.4100000000005,78953.58900000004
43.0,1849.0,79507.0
43.1,1857.6100000000001,80062.99100000001
43.2,1866.2400000000002,80621.56800000001
43.300000000000004,1874.8900000000003,81182.73700000002
43.400000000000006,1883.5600000000004,81746.50400000003
43.5,1892.25,82312.875
43.6,1900.96,82881.85600000001
43.7,1909.6900000000003,83453.45300000002
43.800000000000004,1918.4400000000003,84027.67200000002
43.900000000000006,1927.2100000000005,84604.51900000003
44.0,1936.0,85184.0
44.1,1944.8100000000002,85766.12100000001
44.2,1953.6400000000003,86350.88800000002
44.300000000000004,1962.4900000000005,86938.30700000003
44.400000000000006,1971.3600000000006,87528.38400000003
44.5,1980.25,88121.125
44.6,1989.16,88716.53600000001
44.7,1998.0900000000001,89314.62300000002
44.800000000000004,2007.0400000000004,89915.39200000002
44.900000000000006,2016.0100000000004,90518.84900000003
45.0,2025.0,91125.0
45.1,2034.0100000000002,91733.85100000001
45.2,2043.0400000000002,92345.40800000001
45.300000000000004,2052.0900000000006,92959.67700000003
45.400000000000006,2061.1600000000003,93576.66400000003
45.5,2070.25,94196.375
45.6,2079.36,94818.816
45.7,2088.4900000000002,95443.99300000002
45.800000000000004,2097.6400000000003,96071.91200000003
45.900000000000006,2106.8100000000004,96702.57900000004
46.0,2116.0,97336.0
46.1,2125.21,97972.18100000001
46.2,2134.44,98611.12800000001
46.300000000000004,2143.6900000000005,99252.84700000002
46.400000000000006,2152.9600000000005,99897.34400000004
46.5,2162.25,100544.625
46.6,2171.56,101194.69600000001
46.7,2180.8900000000003,101847.56300000002
46.800000000000004,2190.2400000000002,102503.23200000003
46.900000000000006,2199.6100000000006,103161.70900000003
47.0,2209.0,103823.0
47.1,2218.4100000000003,104487.111
47.2,2227.84,105154.04800000002
47.300000000000004,2237.2900000000004,105823.81700000002
47.400000000000006,2246.7600000000007,106496.42400000004
47.5,2256.25,107171.875
47.6,2265.76,107850.176
47.7,2275.2900000000004,108531.33300000001
47.800000000000004,2284.8400000000006,109215.35200000003
47.900000000000006,2294.4100000000008,109902.23900000005
48.0,2304.0,110592.0
48.1,2313.61,111284.641
48.2,2323.2400000000002,111980.16800000002
48.300000000000004,2332.8900000000003,112678.58700000003
48.400000000000006,2342.5600000000004,113379.90400000004
48.5,2352.25,114084.125
48.6,2361.96,114791.25600000001
48.7,2371.69,115501.30300000001
48.800000000000004,2381.4400000000005,116214.27200000003
48.900000000000006,2391.2100000000005,116930.16900000004
49.0,2401.0,117649.0
49.1,2410.81,118370.77100000001
49.2,2420.6400000000003,119095.48800000003
49.300000000000004,2430.4900000000002,119823.15700000004
49.400000000000006,2440.3600000000006,120553.78400000004
49.5,2450.25,121287.375
49.6,2460.1600000000003,122023.93600000002
49.7,2470.09,122763.47300000003
49.800000000000004,2480.0400000000004,123505.99200000003
49.900000000000006,2490.0100000000007,124251.49900000004
50.0,2500.0,125000.0
50.1,2510.01,125751.501
50.2,2520.0400000000004,126506.00800000002
50.300000000000004,2530.0900000000006,127263.52700000003
50.400000000000006,2540.1600000000008,128024.06400000004
50.5,2550.25,128787.625
50.6,2560.36,129554.21600000001
50.7,2570.4900000000002,130323.84300000002
50.800000000000004,2580.6400000000003,131096.51200000005
50.900000000000006,2590.8100000000004,131872.22900000005
51.0,2601.0,132651.0
51.1,2611.21,133432.831
51.2,2621.4400000000005,134217.72800000003
51.300000000000004,2631.6900000000005,135005.69700000004
51.400000000000006,2641.9600000000005,135796.74400000004
51.5,2652.25,136590.875
51.6,2662.56,137388.09600000002
51.7,2672.8900000000003,138188.41300000003
51.800000000000004,2683.2400000000002,138991.83200000002
51.900000000000006,2693.6100000000006,139798.35900000005
52.0,2704.0,140608.0
52.1,2714.4100000000003,141420.761
52.2,2724.84,142236.64800000002
52.300000000000004,2735.2900000000004,143055.66700000004
52.400000000000006,2745.7600000000007,143877.82400000005
52.5,2756.25,144703.125
52.6,2766.76,145531.576
52.7,2777.2900000000004,146363.18300000002
52.800000000000004,2787.8400000000006,147197.95200000005
52.900000000000006,2798.4100000000008,148035.88900000005
53.0,2809.0,148877.0
53.1,2819.61,149721.29100000003
53.2,2830.2400000000002,150568.768
53.300000000000004,2840.8900000000003,151419.43700000003
53.400000000000006,2851.5600000000004,152273.30400000006
53.5,2862.25,153130.375
53.6,2872.96,153990.65600000002
53.7,2883.6900000000005,154854.15300000002
53.800000000000004,2894.4400000000005,155720.87200000003
53.900000000000006,2905.2100000000005,156590.81900000005
54.0,2916.0,157464.0
54.1,2926.81,158340.421
54.2,2937.6400000000003,159220.08800000002
54.300000000000004,2948.4900000000002,160103.00700000004
54.400000000000006,2959.3600000000006,160989.18400000004
54.5,2970.25,161878.625
54.6,2981.1600000000003,162771.336
54.7,2992.09,163667.32300000003
54.800000000000004,3003.0400000000004,164566.59200000003
54.900000000000006,3014.0100000000007,165469.14900000006
55.0,3025.0,166375.0
55.1,3036.01,167284.151
55.2,3047.0400000000004,168196.60800000004
55.300000000000004,3058.0900000000006,169112.37700000004
55.400000000000006,3069.1600000000008,170031.46400000007
55.5,3080.25,170953.875
55.6,3091.36,171879.616
55.7,3102.4900000000002,172808.69300000003
55.800000000000004,3113.6400000000003,173741.11200000005
55.900000000000006,3124.810000000001,174676.87900000004
56.0,3136.0,175616.0
56.1,3147.21,176558.481
56.2,3158.4400000000005,177504.32800000004
56.300000000000004,3169.6900000000005,178453.54700000005
56.400000000000006,3180.9600000000005,179406.14400000006
56.5,3192.25,180362.125
56.6,3203.56,181321.496
56.7,3214.8900000000003,182284.26300000004
56.800000000000004,3226.2400000000007,183250.43200000003
56.900000000000006,3237.6100000000006,184220.00900000005
57.0,3249.0,185193.0
57.1,3260.4100000000003,186169.41100000002
57.2,3271.84,187149.24800000002
57.300000000000004,3283.2900000000004,188132.51700000005
57.400000000000006,3294.7600000000007,189119.22400000005
57.5,3306.25,190109.375
57.6,3317.76,191102.97600000002
57.7,3329.2900000000004,192100.03300000002
57.800000000000004,3340.8400000000006,193100.55200000005
57.900000000000006,3352.4100000000008,194104.53900000005
58.0,3364.0,195112.0
58.1,3375.61,196122.94100000002
58.2,3387.2400000000002,197137.36800000002
58.300000000000004,3398.8900000000003,198155.28700000004
58.400000000000006,3410.560000000001,199176.70400000006
58.5,3422.25,200201.625
58.6,3433.96,201230.056
58.7,3445.6900000000005,202262.00300000003
58.800000000000004,3457.4400000000005,203297.47200000004
58.900000000000006,3469.2100000000005,204336.46900000007
59.0,3481.0,205379.0
59.1,3492.81,206425.07100000003
59.2,3504.6400000000003,207474.68800000002
59.300000000000004,3516.4900000000007,208527.85700000005
59.400000000000006,3528.3600000000006,209584.58400000006
59.5,3540.25,210644.875
59.6,3552.1600000000003,211708.736
59.7,3564.09,212776.17300000004
59.800000000000004,3576.0400000000004,213847.19200000004
59.900000000000006,3588.0100000000007,214921.79900000006
60.0,3600.0,216000.0
60.1,3612.01,217081.801
60.2,3624.0400000000004,218167.20800000004
60.300000000000004,3636.0900000000006,219256.22700000004
60.400000000000006,3648.1600000000008,220348.86400000006
60.5,3660.25,221445.125
60.6,3672.36,222545.016
60.7,3684.4900000000002,223648.54300000003
60.800000000000004,3696.6400000000003,224755.71200000006
60.900000000000006,3708.810000000001,225866.52900000007
61.0,3721.0,226981.0
61.1,3733.21,228099.13100000002
61.2,3745.4400000000005,229220.92800000004
61.300000000000004,3757.6900000000005,230346.39700000006
61.400000000000006,3769.9600000000005,231475.54400000005
61.5,3782.25,232608.375
61.6,3794.5600000000004,233744.896
61.7,3806.8900000000003,234885.11300000004
61.800000000000004,3819.2400000000007,236029.03200000004
61.900000000000006,3831.6100000000006,237176.65900000007
62.0,3844.0,238328.0
62.1,3856.4100000000003,239483.06100000002
62.2,3868.84,240641.84800000003
62.300000000000004,3881.2900000000004,241804.36700000006
62.400000000000006,3893.7600000000007,242970.62400000007
62.5,3906.25,244140.625
62.6,3918.76,245314.37600000002
62.7,3931.2900000000004,246491.88300000003
62.800000000000004,3943.8400000000006,247673.15200000006
62.900000000000006,3956.4100000000008,248858.18900000007
63.0,3969.0,250047.0
63.1,3981.61,251239.59100000001
63.2,3994.2400000000002,252435.96800000002
63.300000000000004,4006.8900000000003,253636.13700000005
63.400000000000006,4019.560000000001,254840.10400000008
63.5,4032.25,256047.875
63.6,4044.96,257259.456
63.7,4057.6900000000005,258474.85300000003
63.800000000000004,4070.4400000000005,259694.07200000004
63.900000000000006,4083.210000000001,260917.11900000006
64.0,4096.0,262144.0
64.10000000000001,4108.810000000001,263374.7210000001
64.2,4121.64,264609.28800000006
64.3,4134.49,265847.70699999994
64.4,4147.360000000001,267089.98400000005
64.5,4160.25,268336.125
64.60000000000001,4173.160000000001,269586.1360000001
64.7,4186.09,270840.02300000004
64.8,4199.04,272097.79199999996
64.9,4212.010000000001,273359.4490000001
65.0,4225.0,274625.0
65.10000000000001,4238.010000000001,275894.4510000001
65.2,4251.04,277167.808
65.3,4264.089999999999,278445.077
65.4,4277.160000000001,279726.2640000001
65.5,4290.25,281011.375
65.60000000000001,4303.3600000000015,282300.4160000001
65.7,4316.490000000001,283593.39300000004
65.8,4329.639999999999,284890.312
65.9,4342.81,286191.17900000006
66.0,4356.0,287496.0
66.10000000000001,4369.210000000001,288804.78100000013
66.2,4382.4400000000005,290117.52800000005
66.3,4395.69,291434.247
66.4,4408.960000000001,292754.9440000001
66.5,4422.25,294079.625
66.60000000000001,4435.560000000001,295408.2960000001
66.7,4448.89,296740.96300000005
66.8,4462.24,298077.632
66.9,4475.610000000001,299418.30900000007
67.0,4489.0,300763.0
67.10000000000001,4502.410000000001,302111.7110000001
67.2,4515.84,303464.44800000003
67.3,4529.29,304821.21699999995
67.4,4542.760000000001,306182.0240000001
67.5,4556.25,307546.875
67.60000000000001,4569.760000000001,308915.7760000001
67.7,4583.29,310288.73300000007
67.8,4596.839999999999,311665.752
67.9,4610.410000000001,313046.8390000001
68.0,4624.0,314432.0
68.10000000000001,4637.6100000000015,315821.2410000001
68.2,4651.240000000001,317214.568
68.3,4664.889999999999,318611.98699999996
68.4,4678.56,320013.5040000001
68.5,4692.25,321419.125
68.60000000000001,4705.960000000001,322828.85600000015
68.7,4719.6900000000005,324242.70300000004
68.8,4733.44,325660.67199999996
68.9,4747.210000000001,327082.7690000001
69.0,4761.0,328509.0
69.10000000000001,4774.810000000001,329939.3710000001
69.2,4788.64,331373.88800000004
69.3,4802.49,332812.557
69.4,4816.360000000001,334255.3840000001
69.5,4830.25,335702.375
69.60000000000001,4844.160000000001,337153.53600000014
69.7,4858.09,338608.873
69.8,4872.04,340068.39199999993
69.9,4886.010000000001,341532.0990000001
70.0,4900.0,343000.0
70.10000000000001,4914.010000000001,344472.10100000014
70.2,4928.04,345948.40800000005
70.3,4942.089999999999,347428.92699999997
70.4,4956.160000000001,348913.6640000001
70.5,4970.25,350402.625
70.60000000000001,4984.3600000000015,351895.8160000001
70.7,4998.490000000001,353393.243
70.8,5012.639999999999,354894.91199999995
70.9,5026.81,356400.8290000001
71.0,5041.0,357911.0
71.10000000000001,5055.210000000001,359425.43100000016
71.2,5069.4400000000005,360944.128
71.3,5083.69,362467.09699999995
71.4,5097.960000000001,363994.3440000001
71.5,5112.25,365525.875
